Acc X,Acc Y,Acc Z,gyro_x,gyro_y,gyro_z,label
-0.0662129873855671,-0.046371354077615834,-0.0612599414428596,-0.006347630380404264,0.014047883499150465,-0.014958478773248345,2
-0.04428193219360828,-0.0368663037671868,-0.05832326419823493,0.018664599690568568,-0.007376046588577019,0.004362356647765929,2
-0.06459790314465064,-0.07494975378075841,0.032260792457373344,0.0037663743151860572,0.018561131633297586,0.0042832785568469,2
-0.08225949324858889,0.031101994369222508,0.08225123036685764,0.01204622389204629,0.007573634587048503,-0.00959267315671862,2
-0.07587282577987985,-0.0920405745328695,-0.019248677904330685,-0.009416358609250835,-0.004282394887303986,0.009087205917839163,2
-0.007844246393454851,0.019536467104691813,-0.05845014539756193,-0.011597883192827792,0.008066996679390655,0.010945606215981375,2
-0.0587332563188415,0.07393917697032679,0.029749387447330855,0.011356677153861936,-0.019339090808538937,0.016820105045344726,2
-0.027146027790384913,0.07816642965792672,0.07423740927006356,0.007434898209257607,-0.014153812709031457,0.0033974999471294773,2
0.000683454170971376,-0.010192447926007667,0.04966376022449817,0.00723911716847055,0.013187428462254711,0.011176934565902914,2
0.03807896572587305,-0.00813926235738524,0.07375144610731743,0.0021053832731677546,0.005822945474926847,0.010123987190865349,2
-0.09213757203178022,-0.08460616339839654,0.007310934202159863,0.002543133711061952,-0.005432211948324639,-0.009687638061312285,2
0.05988207978180854,0.034153005088607136,0.05037524887383818,0.009427900212250151,2.6665608908751914e-05,-0.0075909628824936265,2
0.025580077898181564,0.06425188407456911,-0.07198708812821271,-0.009199900755152188,0.016205685985830682,-0.000860704169885141,2
-0.08364819361022563,-0.051068989079057395,-0.0303450769273617,-0.00588926136572177,0.005263124379163462,-0.01923844129883006,2
0.07471572482135544,-0.015739823673327075,-0.02209016710369552,0.014865470820802206,-0.004074028642626789,-0.008104089073691059,2
0.08417448010636264,0.06776786735305407,0.002259149249206921,-0.00764539195951369,-0.0151869337040986,-0.001044685066230483,2
-0.08778440802902726,0.0754240935324576,0.08581527205136474,0.0018523828551719607,-0.00825012793497756,-0.01567722818875425,2
-0.044624470370559256,-0.05136400394715482,0.07485931204443486,0.008105578560267362,0.019133609311863333,-0.014948964488994982,2
0.061240255958612266,0.010114126908272847,-0.0730949015421631,0.01999699307332706,-0.0025054774859289003,-0.001470530570506355,2
0.04965193807673168,-0.06150136987283459,-0.06544206962350736,-0.0025883467401867227,-0.0011264214462055645,0.009238601263437247,2
-0.06309579612872454,-0.0796242471720887,-0.028471890082217732,-0.002876284935002249,-5.60787041193854e-05,0.013349957236827328,2
-0.05813013533265794,0.08222410027839153,-0.04185122682186522,0.0137035351773467,0.015364160917928447,0.0018525559001899422,2
-0.0259055794417236,0.06410150084642183,0.022954190631252452,0.01222012445039453,0.0041571313754123936,-0.0010100404981307556,2
-0.0030954029617957374,0.05200698036063478,0.08055520955290899,0.00924303526938194,0.007747081458076885,-0.004628777261609792,2
0.023650954306059194,-0.09024673623737192,0.09245830833451738,-0.0014708145036388433,-0.004423458298035841,-0.012282040302495752,2
-0.026217272086045518,0.0687457585420515,0.030720590507045287,-0.007042435193571369,-0.018836495256441026,-0.014137519887425412,2
-0.007493056773370421,-0.012391184818923248,0.06763184028021735,0.004349219303393947,0.017238916569713773,0.011675858066472321,2
0.04949418762675131,-0.03152097534082808,0.005040440046159417,0.015048931725265637,0.017965107236656255,-0.0013997347115065513,2
-0.09266335942188042,0.009295272205075283,-0.058334610627992056,0.01535109832834346,0.017966122133922045,0.011612809819190186,2
-0.04951261113119585,-0.08172935145528884,0.00493768241869548,-0.015660066197182465,0.01774748346586866,0.00816332143602519,2
0.04266991717691049,0.05132930987047976,0.011016520287530224,-0.0028659886474739736,0.012609677642782442,-0.012244163424664847,2
0.07904136753743987,0.016487015377659175,0.048491512842711304,-0.0014111217520500208,0.007383842004653075,0.0004122905684490301,2
0.0023354884231332196,-0.0626819806253665,-0.05602340205853018,0.019104614700950127,0.013780396730691428,-0.0022393347830927737,2
0.006422697053063128,-0.06235356004619089,-0.02633792358265366,0.00711992060970338,0.004021849560041448,-0.003045059756372131,2
-0.0785655977320448,-0.06315026968546517,-0.02719450615708674,-0.0037101433095171783,-0.014625215444319054,0.0017028419681525547,2
-0.010517526635309069,-0.08859952248961321,0.091887919148233,-0.018957684560576282,-0.00435127339834316,0.01928327604301752,2
0.0065234532910046356,0.017559689874336953,-0.011211007934656209,0.0026154064039678356,0.018851796478917503,0.01251602390682981,2
-0.05150589927305407,0.06806963551770162,0.051018793459629314,-0.016156960974465756,-0.005954487456173748,0.016148497265215663,2
-0.04615135381012381,-0.09650035720252229,0.05016227627488781,0.01337799829391052,0.014713116549254782,-0.0188144166729585,2
-0.02454316737907547,-0.0901990710057453,-0.04689116303935173,0.010100746422814486,-0.016271541169005217,-0.014386545328299763,2
-0.09598576044445473,0.014554055337389155,0.014373937874346418,-0.0015796336036728482,-0.006632646304981216,-0.01660945359101746,2
-0.03558416688336434,0.06389913707721048,0.07886057866372961,-0.0028315688183320094,-0.005961867010904816,-0.009470759797388935,2
-0.057710398600691076,-0.03465222188627329,-0.004960456108610109,0.015893558622750745,-0.017935898275640794,-0.0023243003213339816,2
-0.03450052956441707,-0.030077120238455574,0.08902350146850921,-0.008461665983274864,-0.0152362267925298,0.005682129906235584,2
-0.07604757363614977,0.019269299499355186,-0.05710835413516768,-0.010039201515729169,-0.012273391555129161,3.3250651464079156e-05,2
0.07810545614797901,-0.0451574221751706,-0.08516817884519386,0.017567897313030486,0.013512623632404516,0.016127356596525592,2
0.018718490710809735,-0.09467832678446318,0.07829077462894987,0.012369833470139303,-0.017463920402407743,0.017594238355754552,2
